,resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,average_watts,kilojoules,device_watts,average_heartrate,max_heartrate,average_temp,average_cadence
480,2,"{'id': 5415325, 'resource_state': 1}",Lunch Ride,19527.5,5454,5917,375.9,Ride,10.0,2694074755,2019-09-09T16:26:55Z,2019-09-09T11:26:55Z,(GMT-06:00) America/Chicago,-18000.0,,,United States,17,3,0,1,0,"{'id': 'a2694074755', 'summary_polyline': 'agl|Gf~pqP}B`FdA`GyA|OC`Cl@BY`Ez@iDl@f@ErAl@kARtABsBYiB~AsCp@A|@c@HuAv@YHkAsByBd@w@tAYc@aC~@UTy@iAh@S{@|@cCEyA`BkGj@_FjAuBdE_AtAfA_@d@fDVvB|CwAuEh@W\\~@CiDqBmEdBr@p@nAXq@iBqEqD}BhApAyCe@i@r@X^[`@i@@tCvAz@|ABX}Ga@ULv@LmAl@Qx@~@][n@|Bn@f@a@fAxA_@X~CfCR~Bv@bAg@pG~AZe@dFLc@\\dC|DQZm@zAb@jBzE|@b@pA~FQhEwBZn@pAq@`C|A|@]vBkA`CC{B}@TUqAw@z@qCBb@x@{@`H`A|Dg@lAaEt@gE{Aw@ReDwAiBgDsA\\Rh@y@POtAwB|@a@fAfCdB?fBdAgBdCjBHx@_A`Ed@jA|EdBf@g@tBnAlG]\\hDw@bAOf@f@y@eAlDx@?~@zCd@YQdCrAFAdA`AEk@z@V\\a@e@^}@_AiAcA]d@oBeAR}@mCq@G`AqCe@d@v@aBU_CoCe@wBd@iAw@yAl@sEiB_@eBh@wFwBgBm@vAaA{B{Am@Cs@xAoA`@}Bl@[iAFoCmBsDuFWmEn@yFuBjEj@sEs@o@?mBp@}GIwBp@uDiAkFh@Sb@mBz@aIo@jDu@\\RgAsB`@ZcAs@s@x@uBeAsEUXTeAeAe@UqD}A{Bo@cGB{BcB_BgBwE`@qBs@wDZkDbC^v@aCdACeACkBiBoBqJs@]U{AcBNmBcCiJuFw@p@RfAu@`Ay@g@XfA_DeEwBm@pAlBdCt@l@pHgBx@mA{D_Cq@p@~Ak@rAWtFk@jAn@vAk@Dt@P`Aq@Bw@dBSF_DnBEx@eAzAlHwCrBuM|BEkBj@_A~@NZu@r@rAdBm@l@`@bC@|EaCZ{@aAdF~Cr@kBtBCwAg@Cy@Nk@nAkCy@A~@{CNqAf@uB~@KhCh@JKcBvAGpCoBlCe@nDl@`@RGnBf@@m@tF\\j@f@cBa@TFoAbAmBzAyBNoCfAs@bA`@TrAY|Bg@R^lBUv@~BvCPdC|AtDZpC`@dRx@z@jBkCjB{@rDID|@^Of@`E_@rC`@~A[`AxBiASfA`BmETHaApF', 'resource_state': 2}",False,False,False,False,everyone,False,,"[46.76, -92.17]","[46.76, -92.17]",3.58,10.2,False,False,False,399.5,315.6,2856574225,2856574225,,False,9,0,False,126.3,688.9,False,,,,
481,2,"{'id': 5415325, 'resource_state': 1}",Afternoon Run,3421.4,968,1032,46.5,Run,0.0,2697021819,2019-09-10T18:07:57Z,2019-09-10T13:07:57Z,(GMT-06:00) America/Chicago,-18000.0,,,United States,0,0,0,1,0,"{'id': 'a2697021819', 'summary_polyline': 'ur}|Ghr}pPAGFABENGD?CZ@P?`@Rr@EBAHJt@HPRhCF~AGvALrAEh@?j@M\\Gb@EJWXUx@WlA@[T_@HSf@i@DIHi@JmBD?BFNn@Hh@HJD@DCR_@X]TM`@G?c@Na@Dm@Z[Vc@b@a@DMBU?o@Cc@JaA\\u@Ls@DMTUNEF@DJD`@XH\\d@`@`@`@p@DRDhAKbCBFZNNVFVFl@?d@`@bFAp@Bb@G`@IlAAjADNBDD?b@IbACb@B\\CVDh@?XCZ@lAC^Id@Ap@@dBA`@Bj@?f@DHH@J?VAL@RC^FlAB`CGp@KTBd@Hh@?rAHl@Dd@?^Cf@DXE\\Bh@AJ@RC`BFz@Qz@BJBTE^AbBCbADp@@f@J^CJBZAX@HAl@Db@?`@DRIxAK^B^IJBd@?HCFBF@jAAHGH?JB`ACJAb@Bn@BD@j@D`@CLDX@v@D^?f@E`@Bb@BJCh@GD?FBF?d@A|@D^Eb@?b@ER@bBAFBd@AHBHEVDZEDFbBCb@Dr@@t@QFJd@?TBJODBLAvABT@bABJDx@AT?nADBX?~@Rb@P@FOtA?RERAVFPFDD?', 'resource_state': 2}",False,False,False,False,everyone,False,,"[46.85, -92.07]","[46.84, -92.1]",3.535,5.7,False,False,False,427.9,381.3,2859627134,2859627134,,False,0,0,False,,,,,,,
482,2,"{'id': 5415325, 'resource_state': 1}",Afternoon Run,9011.3,2201,2355,58.7,Run,0.0,2705787856,2019-09-13T20:54:56Z,2019-09-13T15:54:56Z,(GMT-06:00) America/Chicago,-18000.0,,,United States,0,3,0,1,0,"{'id': 'a2705787856', 'summary_polyline': 'kgcqGvjzyPAGDSIi@@GFIr@Ot@?DFTfCPbA?d@Kp@A\\F~@@pAFn@?v@Gp@Av@K|AHtCD\\EtAHfACtCHhA?pAI|@Id@?THt@`@dARZDf@JXNx@FfBRnA^d@l@`B|@p@d@PZXvAhBfAbBrBlEp@~BFd@AhAHf@JTd@d@JDR?`@O`@UfA]hAW~@K^JLLbAvBd@nAHLLFr@N`AD\\WvAe@x@GPHd@lARx@VNBz@CH?H@HVn@Hd@j@lBTf@ZdAV^b@h@p@bAVVb@p@\\p@h@r@Pd@f@z@VbAA^BRJXTZLd@PZBHGNDH@HAf@DRCZXpCGHUxAGPKL?TGHAnAFx@KNBPC^DPCHJ\\@^Et@Cz@HbANpA?TE^FdA?dATlA@VHHLTEHBb@Kz@GpA@p@Mp@C|@Qj@]~A?ZDTSZ_@lA]Ho@[cAWWES@i@KWO]EO?QFIGi@I[QeAIWc@UAa@H{AKm@PiBi@MDe@?GIy@MKIOCEG_@?a@OiAWi@[e@MUQg@EKKuAs@o@q@c@o@q@k@e@i@i@a@]i@[Sq@w@OKEUIKI?MOe@Ym@{@uA_Bm@cAoBsBwA}@c@a@y@a@IQw@Om@g@_A_@g@c@wAe@]]qAi@g@g@a@Ua@k@g@[QUGQe@g@Wi@[[g@A_@]IS[QCMcAiA{@oAk@gBU[Kg@_AkC]_By@uCOs@Y}@Iq@a@gAKw@Ay@SsABi@Ja@C[[{AASDc@Is@Co@Ei@?q@IoAKi@GyAE_@g@wCOuAU}@Ek@Ea@A[M[AMWg@Gy@Mq@Ys@]mASkAe@aB_@_C]{@AKIOSu@Q_@Kw@QQBGCIAUSq@KmAWiAG{@M}@MyBK_DOyACyCEWIsA?i@SmFB_AGkBBg@?QGa@KWEe@?iBWcAIcAAeAEq@i@qDEm@Qy@d@c@jAOfAm@j@HR?FGTDp@GlBBFCX?FFNBRGfAFvAf@JPh@dAbArA\\ZDNPLXFFLR@~@T\\\\`@Fl@VnAz@|@J`AFl@ELBNNf@JVLh@EPDl@^h@F~@C`@Kp@JdBMV@HJ^EJ?BD`AEn@HRPDRILCHNp@Sd@Ap@ETFv@CPBTAh@@r@HZEFFTDdA', 'resource_state': 2}",False,False,False,False,everyone,False,,"[44.91, -93.53]","[44.91, -93.53]",4.094,7.5,False,False,False,307.9,282.4,2868667815,2868667815,,False,0,0,False,,,,,,,
483,2,"{'id': 5415325, 'resource_state': 1}",Evening Run,8982.4,2329,2329,58.9,Run,0.0,2709130315,2019-09-14T23:33:17Z,2019-09-14T18:33:17Z,(GMT-06:00) America/Chicago,-18000.0,,,United States,0,2,1,1,0,"{'id': 'a2709130315', 'summary_polyline': 'igcqGzhzyP@K[kAKu@Ck@EgCDo@AU@[Ec@DmACUEGECOCgCAmAEe@@KC]@ECCDOBM?[Jk@?UC_@SoAKs@SaDUKESQe@QcAs@K?WKI@ICa@Oo@I{@c@E?GBEEI?ECSGc@QQQUc@e@k@g@u@SSgAo@}@Om@AUGWCuACeB?{@CsAHmA?i@D_@L[FILARDVh@zAd@dBPfBBr@DRBh@H`@L`AXzDJnDDZPf@B\\DhABRALH`A?rALhC@v@Fn@?rABbA^rGTvBXpAFl@Pj@RbAPp@NZ?TFd@r@jCHj@^vAFj@b@rAn@~CRd@TdAPbAXl@RjBT|@Rj@@^Ej@LfCB~A`@~F`@~DZnBZhADx@NpARl@N`AVx@PpARh@RbAZnAb@hAJl@Xv@\\d@`AlBfAhAtBlCnAbAvA`BXV|@p@f@\\d@Rd@f@ZXh@Tr@Tp@b@v@VN@FB`@VZJ`@XfAb@nA~Ar@n@d@n@z@r@Zb@d@X|@hA`AdA|@lAj@n@b@\\bAbAn@^^j@h@n@p@h@vBpAdAt@b@Pf@JVJVCPHx@Jb@@zATt@@l@Nd@@ZOD?h@B\\H`@FZ?RZNFbAR`@Dx@Rp@@v@L|@CN@ZLv@Bj@NJARWDUJmABqAHq@Dq@Js@XoE?c@IcAE_A[}C?uAFc@AgAGaBK{AEeAEa@?}AFwANoAJe@CiAKwAYsBU{@Ek@a@mB_@cAc@y@[u@i@}@]c@Qe@oBcDeAuB_AcCO{@Mg@]uCGQW[GEa@N_@Fe@Xu@P]Nq@Dw@GUOY]Oa@]uAQWKM]USGI@GCMKE?i@HS@_@J{At@[XKDM?YCy@}@Ee@D_@AO_@eAe@{AWg@]a@e@iAU[gAqBO]s@w@iAkB_A_Am@}@m@gAOa@Su@i@aFg@}BKeAAo@LyBBcB?m@Cc@@m@?aBEs@@k@Ca@Fe@DuAGe@Cq@@eAG}CDm@Go@@gCGaAHqCCMOKU@q@Hu@E', 'resource_state': 2}",False,False,False,False,everyone,False,,"[44.91, -93.53]","[44.91, -93.53]",3.857,5.9,False,False,False,307.8,282.4,2872147558,2872147558,,False,0,0,False,,,,,,,
484,2,"{'id': 5415325, 'resource_state': 1}",Afternoon Run,9321.4,3115,3240,191.5,Run,0.0,2718051131,2019-09-17T22:40:01Z,2019-09-17T17:40:01Z,(GMT-06:00) America/Chicago,-18000.0,,,United States,2,1,0,1,0,"{'id': 'a2718051131', 'summary_polyline': 'm_||GxrbqP@]YWa@J?l@NxAd@fBThBF`AG|C`@`A^Dr@d@f@DJ`@?|@JXv@Pr@GFTOt@DbB`@^?JQf@y@r@e@|@g@N{AEUv@Hj@i@XOh@w@O[RMp@F|@Xf@HlARTAJcABUZPp@b@N`B[LH@x@t@n@?n@Hr@Ix@n@`CJ|ATTf@FX^l@@N[^iB^a@p@}Af@uB~@a@Ve@Dq@^UDo@XeApAHXTTp@VVLSF_Ab@ELu@UiAWk@e@{Bm@WE]nAm@|@O?Ri@f@RbAXRl@KNQDWe@_@p@q@XI?[Sg@Pc@`@[Hk@KsAi@WWg@KqAo@cAS_A^u@t@Zj@EZJn@eAd@MZFTQNkAb@sBUcA?m@h@wADk@RmAXu@EMROJa@H{@CoA\\w@l@kAhA}AlBeBp@kAIUJSJE\\V^[d@Av@z@n@fB?fBXdAD~Ab@fB~@`CdATr@p@v@Dd@b@~@JR^In@HVNFLGb@w@zAs@`@LTz@VBPOL}AYsAUuB?iBZe@fAmE~AcENkBUqAL{@?iAJm@?q@IoCKm@Tu@BeARaAf@iAdAoABM_@i@Mg@PkAUo@WGiAZ}@BIi@O_@[a@m@]CSLiAMi@Ac@Rg@AWZq@m@UJQAKs@WIq@e@c@CaATu@Ec@Fm@EmC]iAGo@a@gA?Oa@y@e@CaDaAc@k@m@]k@P[Gy@{@W`@y@D]SMi@wAT_@U]FORKr@?j@MRXh@Mr@KRw@T{@pAGnAc@p@e@rAeABQl@AlAUh@@h@i@Lg@|@KtABjBOnADVVTv@Et@r@XHJjARlAf@DTWZA\\|@MvCPnAAl@r@xBBlA\\XB`@JJIN@j@GLmARA\\PNDXAJ_@`@?z@Kn@FVb@JNdBx@bAAXQZSxAw@l@_B|@o@dAUt@iBhBa@n@k@pAG`@H~ANj@Af@o@j@Q~@]FSh@e@f@gBdAQ`BaA~@m@bABn@WdAUl@e@VE`@@r@m@t@Sc@[A[Pi@YMi@QQc@\\g@Kc@POEc@yBPm@@q@_@u@S?KPC^HVe@jAAp@QRcA[e@sBuBaAKe@KqB@aCWw@YmA]wDFo@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[46.84, -92.1]","[46.84, -92.1]",2.992,5.4,False,False,False,415.7,356.5,2881419358,2881419358,,False,0,0,False,,,,,,,
485,2,"{'id': 5415325, 'resource_state': 1}",Afternoon Ride,62932.9,7191,7249,278.8,Ride,10.0,2721053089,2019-09-18T22:36:43Z,2019-09-18T17:36:43Z,(GMT-06:00) America/Chicago,-18000.0,,,United States,0,3,0,1,0,"{'id': 'a2721053089', 'summary_polyline': 'ui||GzknpPc@IOGc@gAiHmKsLwRcGqLwReh@uB{DkEaGsAkCk@eBo@wCoGu`@wDmMgAwCuMcUkGaJ{HaQiF_IuMuTgJiWyJg`@iK{RmAgDsAmGiAuKq@iCeEiGyAoCsJ}SmPa\\aA}EAsHK}BgBiG{AcJwJcYqAwCmBcDoD{EeSkRkLaN_FuIaE}G_Usd@iHeJuJ_SuA{BmKcL}A}BmAwCgNc_@uGsP[}BmA{EqCiOcAgIs@kNk@sYaB}JeAuFk@aBoAsHq@mCm@wA_HoLeHePwC}EgCiC{FuDeKuFyBw@wDm@cHB}Ca@uBs@oBiAuC{CmCyEyBeIqAuIkDsR{CiSgGyd@iAqKWwMCcr@`@oX]yHkAeHy@mC{AaDoMuSeU{a@mDeIq@uCcC_FyMq^uCaHkBaBeDcAoAgAu@yB{@sGc@iB{@uBuFuJcDcFaRyUmJ{MuOcXkG_KsHeLsLaTaSm\\cCmD}CoC{EiCkc@wPeCqA{CiC{CuEuWul@aFoJa]k`@}TaVmQmS}LeQgj@gv@gPqU}AgC{\\{d@gNmS}TiZkQaUiMoN{LkMs@]u@?ANnAFfBbBpBdCxT|Ud^`e@dAhB~O`T`J~MrL`PjNvRl`@hk@|GxIj[~c@hFtGlZp\\xDpDz]x`@rAhBbBdDhNp[`EhJrC`HxCbEzCnC~BvAnh@~S`BdAfD~CzL~SzCnEnJnP|OfWbRb[rE~HvF`IpStWbBbCjCfEpFjK`@`BVnCd@fCbAnCdB|A~DtAvAfBnD`KxAlC~DvLpBvEzCvJfBlEtE~IzLvTxRz[bBvDxA~Er@tGLnFe@~^LrKEtFVdU?pNdAhIjDnZv@rEb@|EtE~VbE`W~ApHhA|CxAlCdBrBtDnClFnAfIClDh@lC|@`NhH~B`BdCfChBdC`CrE|ExLxIxNn@dCnBbMXl@rCzOPnCJnHJPDz@?~Ih@tIpApL~ClTfApEhBrFrT~j@bCrEtCnCnFfGrM~VbI~JdElJ`DvFdEnJ`JvP`IdLdGhHbU~ShCfDlCxEpLx\\~AfJxBrITvJt@pEdCbGhEvHlJlSzN~WjAhE\\~DbAxGpArEzBrFhCzDrD`H|CtMxDnOpB|FRjAnClHtAjDjIfOlKlPlGzNfCrE|GdLz@~@fCjEbAdAzB~DfD~Kv@pCpFj\\`AtGdAnCn@t@Pr@tExGvA`DhArC@XdErJpAhEd@f@j@bBh@r@pAdEf@bAN`AtAvCvAtC|AzBnAtC|EfIhCnD`L|QxBbEhEvFvCrBh@hAMs@]g@}ByA_AeAu@cB_F_IOs@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[46.84, -91.99]","[46.84, -91.99]",8.752,12.8,False,False,False,236.4,186.0,2884518174,2884518174,,False,0,0,False,175.3,1260.5,False,,,,
486,2,"{'id': 5415325, 'resource_state': 1}",Evening Run,7743.4,2059,2059,84.8,Run,0.0,2732338303,2019-09-22T23:05:29Z,2019-09-22T18:05:29Z,(GMT-06:00) America/Chicago,-18000.0,,,United States,0,1,0,1,0,"{'id': 'a2732338303', 'summary_polyline': 'cjbrGbpyyPDDH@d@Ol@]\\_@DARS^Qh@@`@HfAb@V?ZBj@HJDVX^r@HZHv@@f@Af@]tBM`@EbABPRf@d@n@`@Z\\\\f@`@X`@LHT?LETQb@Gb@D`@Rh@Lt@Dv@IlACZBVJPNp@|@XXh@|@\\VBFXVNRVh@Lb@NvABNNP^\\VLf@GPHhAXVJf@ZXLd@HZ@j@Ep@Wv@cAd@}@Ns@LqAAaAIeA@g@DO`@_@BOEQKYG[BODGNA^FXEr@EfAHtAAREHIFQJy@D_AHWJEh@Ir@]RSd@gAPQ`@SR?TJb@\\Vb@j@Vn@D\\@v@N~@Ab@EHM@IUkAA[@[J_@b@s@HUNkCHi@HINAPJh@JJLNr@HrA?ZW|BC|@Gj@W~@YLKPIl@Mh@In@Dz@It@?f@HVT`@Hz@IfAFdAS|@Cj@BPNb@D`AP`@d@v@^f@f@^DDp@LVM`@Kp@o@JGXGr@F^UF@Nr@LTPPJAZUHMf@eANGd@@NCBIP{@FMPO^OZA\\GZ@NCLIX_@XULGVENGX_@^{@b@QRSHOJ]JqALw@DIHGz@EJMPa@D[Bu@RqAH_@Xu@Nu@Fg@?}AGy@[iBOaBq@uCASBq@CYG@ONg@J_@p@a@XODUCQIe@Iq@Ue@KM@MHS\\MJo@Fc@JM?EAGQOSY[]WQU[w@We@MEG?kAJ[AOIa@k@OIE?MBIJWl@Il@?t@EVMJ]HyB@{@Kg@?MB]XKFi@Ac@HS?a@CMEc@YW_@QMm@QUAMBKDc@`@}@h@KBa@@U^[ZQTs@pBQ^Gb@A\\Dl@Hj@FlAJ^FFNAD?DD?PGPIJKFkA`@OLKZU`CGNKFk@Fk@CS@kA?{@CIBOEUAUBCH?HRbA?NEH[VGV@ZH`@D^Az@GzAYrAKZU^m@j@eAb@]H[?}@I_@M[Og@Ok@I[Qm@SSM_@c@Qa@UaBQs@Qc@IKUO[]i@o@g@aAWs@g@[i@Oc@Eo@FqAVk@BiAK{A?g@FMEmB_Bo@s@K@YRSJo@Pa@BECG@EHe@C_@@}@KaAi@o@OUKe@i@[q@q@aA]Si@GWIWQEMJuB?_ABO\\QZI^Ar@DHADI', 'resource_state': 2}",False,False,False,False,everyone,False,,"[45.07, -93.52]","[45.07, -93.52]",3.761,5.1,False,False,False,312.2,293.2,2896258074,2896258074,,False,0,0,False,,,,,,,
487,2,"{'id': 5415325, 'resource_state': 1}",Morning Ride,19112.6,4149,4289,326.4,Ride,10.0,2738793029,2019-09-25T13:03:45Z,2019-09-25T08:03:45Z,(GMT-06:00) America/Chicago,-18000.0,,,United States,7,2,1,1,0,"{'id': 'a2738793029', 'summary_polyline': 'm_||GjqbqPL@mAJbBlIApDPpBlBf@Xp@Cf@Zb@vAF@pAr@dBcBhEqCVa@`@Jp@KXu@v@iAL@l@^b@PfBV`@kBf@EZ~BHZlAbAf@V`AQzAd@dCd@nAbBz@fBwDPqB`@iAbAU^g@Gq@r@YDoBbBV`A|@F}@`@@CwAq@sD{@uAdCqAFXUbAv@p@^ADm@YInAw@QkAPo@ZEH}@MiA]Lq@o@C{Ak@u@[_Bt@u@l@Zt@Qp@mAzAUv@eDWu@@s@d@}@HiC^u@Gm@f@c@\\eD|B}EfCkB\\aC~A?nCvBLjAYpA`C|JnBrAvBfA`ABGrB\\?x@sA`Bu@~AjBj@|EFuAZaB|EvFlCJxKUh@v@`Cf@bAnD`Pf@hHUlE^xPYp@[VaDNrCpEE|AwAzCXbCu@jBkB|@_Ct@c@dAaB~C\\|EdEUpCuAsBm@AdAj@^hBj@x@M\\Wa@MLHvA{@xCLhAGvDm@tERtAYlALtAaC~Fj@pBEpCPeBTtA`@g@`@BeAjENzB`@j@MnCPBJzA`AxBNfDnAp@f@u@~@JhA`Al@o@`BSb@PZx@pCRHc@jAO`CpAZzAXId@_A]tA[i@Bm@u@@yAgA}AjAgCGo@_BiAAoAfAqA{@yBNoAk@EcAe@]e@wAFo@y@}DFeBi@yAOeC~AqDMQm@~@S]Jy@UD_@j@LPChAm@eCRwBKo@JcB^[`@_BCcEd@qD?kBb@gCY{BDmA|@uBBiARQHTNe@OcCaBa@N[bAr@d@xAL[A_CoD}CaCSiCpAmC~DsDrCsDKq@t@eAH{C?_A_@BkDRcBI}@Pm@hAgAfA}BnAc@dBP\\y@v@e@Hc@]aC`AiDu@}En@gCfBoCRcD_AwE?mA]k@gAMeAZeAdCE`DW|@qVFm@Zg@s@cHDgI^eBjAoDxEsDuFoBqHi@uEe@qK}@aGAeBsCw@Uv@gAiAw@Jm@z@O|BsAlAi@tCy@`BaAGDyAc@mAyBnBmGzCiL`@a@m@y@IWBMhCkDIYZf@tC{AMg@rD`@bAu@n@eBqA_@kAU}BIgDNqBo@oG@wAU_ASJs@i@AwAi@}BKkEXcA[[aB{EaCqBmA{B{@a@c@rAYxBk@rGG~Kr@zA_EbNgDpMAbJeErRa@f@_AOcC}AMxCz@B', 'resource_state': 2}",False,False,False,False,everyone,False,,"[46.84, -92.1]","[46.84, -92.1]",4.607,12.4,False,False,False,413.0,340.9,2902951490,2902951490,,False,2,0,False,126.6,525.1,False,,,,
488,2,"{'id': 5415325, 'resource_state': 1}",Afternoon Ride,9141.9,1219,1401,114.0,Ride,10.0,2742331123,2019-09-26T20:02:55Z,2019-09-26T15:02:55Z,(GMT-06:00) America/Chicago,-18000.0,,,United States,2,2,0,1,0,"{'id': 'a2742331123', 'summary_polyline': 'c_||G|pbqPAFBEKBQOYOCg@Du@Xq@IYSOK?UKU?m@DGEMYCiA@UGqA@eBDo@@gACq@Bq@KgG?gCCmB?_@Bc@CmC@iCC}@B_FCy@?aCCULaDBUA}@?WDWCqBDe@HGRChAX`@?|AOrAk@tAw@lAo@b@Yr@s@v@w@t@}@|B_Cb@o@|AmB~AwCXu@T_AP_B?e@IgBg@iDCkAFkAFa@Z_Al@iARSj@[VKVEfAInEKzASlBe@f@Qd@Ub@WxAuAfAmBp@}AXk@`@e@Zg@bA_Ar@c@r@YfAWlAMrGmA|Cc@~@SPIjAQrBCbAD~@HpAXrBl@n@Zb@XNBJLFXIdF@jAEzD@nAEtCBlCAzAB`@CPDvAAtA@LC`@A`AQxCKxCDdA?JEN@^Hp@?rAAN@`@CXDzAGzE@jCC|A@nBBj@?|BN|ADdAJtAD`BXfC@v@Hz@FxBNdCHl@Dv@Fh@@ZTbAPdATp@Lr@DJRXRl@@JJRBLRb@D@`A~A^|@Z`@P^NNLTPRJV\\d@Xp@l@bA^hA\\|A~@dFFjEJdB?zA@bABP?dBRdBHHTLtCFPBpBBNEzAARCL@pAGb@D`A@l@?NCpA@LER?tB?n@Bj@AN@PAJDr@B`AAl@DNAHGNAN@JDbB@PE^?p@ER@lAQz@Yf@YdCeBx@q@^e@pA{@dAYpAIf@Ab@?x@LzAr@PBv@Z`Ah@dA`@d@HdAHrBKhAKtBFbBRv@BXHx@VTPT^b@jAlChG`@l@VVpBnCHHNXrB~Bf@f@VN`@\\zBrAjA`@^X\\n@j@v@~@~Av@z@HRb@l@\\`@DHDj@KJa@JWBk@Rs@Xc@XKLKd@IFCFQHSVsBxACDER@n@GpABj@D`@DRHNVLJJTdBN`@DXJTPv@DA@HHE', 'resource_state': 2}",False,False,False,False,everyone,False,,"[46.84, -92.1]","[46.8, -92.11]",7.5,14.5,False,False,False,398.4,326.6,2906606217,2906606217,,False,1,0,False,167.6,204.4,False,,,,
489,2,"{'id': 5415325, 'resource_state': 1}",Afternoon Ride,10456.4,1372,1404,156.1,Ride,10.0,2742534869,2019-09-26T22:08:17Z,2019-09-26T17:08:17Z,(GMT-06:00) America/Chicago,-18000.0,,,United States,0,1,0,1,0,"{'id': 'a2742534869', 'summary_polyline': 'olt|GzieqPDDI\\KR?P]h@y@hBSXe@~@_@bAI^Y\\Sd@k@`AEPy@|AK^Yd@o@x@}@x@y@b@kAh@e@XYVy@hAe@|@q@pBi@tBId@oAlE[zAWdASdAWv@I`@Uv@[t@e@nAMNO\\]j@qAtAw@d@OFs@h@OBk@\\q@Vi@V_@V_@N_@Vc@PONsB|@}CdA_DpAg@ZwCjAw@Xs@b@aAV_@NOB_@R_@Na@J_@R}@\\OHOBMHKN[NMHs@RUTw@Xc@Vg@Pi@NK?KHYDWAKGMC}@I]?g@DYEKDIEOBg@?K@a@Ia@AOGKYFiA@}@GuDKmC@aCCu@@iBDm@@kC?mAEy@BcCC_D@kCA[EQCcAFkFGwCFoEGwEDyHAmDIuFBW@iCA_FBm@AeBFc@?eA@IGyBAM@WAc@?sBEkA?aCEmAJwCCmBDw@GuF@iBE}D?qCDu@?u@@G?qBEuABk@KeCa@uCQq@Ks@YiA_@gAWm@i@_AWm@eCuDs@mAgA{Bq@gBo@sBa@_Ca@eDIwASyB_@}H?c@_@cGGsACkDAiEDkDCiFB[?uADoADo@?_FH}DAcADgAKaJ@e@EiFImFBm@AIKQqAw@w@Uw@]k@EIEe@EIEWEoCKy@H]A]HmAPK?ICGIAQ@cAEwAE_@CMEGK?IFWDMB[Cu@LaAPYJWBe@Lc@DWFM?k@No@JeAZ{@`@YFa@Ta@ZY\\OJcBtCMZWb@g@dAY^m@t@a@\\mAv@q@RK?e@FqCt@s@D]D[CIBUCYDUJWAi@Bk@?i@DQGW?QBe@VW^Yt@Of@OzACdCHl@CJDZBf@P|ADJ?lACf@GVAXSbAq@bBKTgCfDi@`@cBpBG@y@~@OJI@m@t@}@x@KBQFo@h@K?OLWJGFI@a@X_@HSRu@Xq@HIDU?a@E_@K]IEEI@KLGn@CfA@jAIn@Ah@BpBEbDB`EA`ABpDCt@?jAFxCClAE^DpAGVAx@DjACn@D^?`@Gd@DbCBPCJ?ZBZEj@?\\@LFVC~@@fADR?|@BVDPLNLDL@^AP@NFVR@v@QvA?LDFTDRFNXFDFQAK@ECB', 'resource_state': 2}",False,False,False,False,everyone,False,,"[46.8, -92.11]","[46.84, -92.1]",7.621,17.5,False,False,False,408.7,329.4,2906814932,2906814932,,False,0,0,False,200.2,274.7,False,,,,
